v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,target
cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_2,0.5715810561522541,0.09970800067292895,0.7510578935520774,0.22405251509530644,0.4372610511890337,0.01887694221308145,0.07767444882748864,0.057190054745139385,0.20410480376723306,0.16669472468820778,0.23267102616200508,0.21611482074374677,0.9091613193386093,0.5378960708322297,False
cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_1,0.6241284922014316,0.9161915803015692,0.7586884336041003,0.1342009327923568,0.4612707741075962,0.3207268407564333,0.1877329254555108,0.37189975960636057,0.33845850214884743,0.7649677567257045,0.030128726474995426,0.9633425750267238,0.39093050816152597,0.07885026383350335,False
cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_1,0.12337252516439567,0.12723641722217438,0.41996384463571734,0.7315613075120172,0.679491571635006,0.7293784564715343,0.8385207150822275,0.9594849849756063,0.9602521407954289,0.29111979739893534,0.351557217301653,0.7158094243071439,0.6456968366759726,0.051751418752080336,False
cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_2,0.4808402904122213,0.013443016243724792,0.6446089526001664,0.1625198148468061,0.31154523418581903,0.5035598291460203,0.4877629119534983,0.9170171226089887,0.40661620293809253,0.5409564529385137,0.7508621245538584,0.7149691872984819,0.8961739016736723,0.5979874437455734,True
cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_1,0.8023278523031175,0.8084948046662132,0.5930361771932906,0.8783114613595717,0.7487704304057854,0.35141849670014025,0.4579442211365843,0.31381655666075625,0.45516929338538636,0.4041653923302174,0.5312683842322163,0.8269706595712583,0.385372778071033,0.9447818309805371,True
cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_1,0.8813932208094014,0.5247364560982881,0.33981170592660137,0.29337575622653356,0.9384967445482122,0.4988436792108114,0.06415453423160145,0.2528301235325272,0.8201464465958712,0.5854261921878468,0.04821946306084235,0.06563925526734504,0.474428809308711,0.5119651913859782,False
cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_1,0.5770071056263744,0.12073003234965074,0.32750439726393277,0.7499094451714051,0.7705501137674079,0.5544077632211653,0.1464529288362182,0.048304990620922306,0.06728297795278204,0.3113758048433367,0.16254543441235736,0.30911291769184124,0.5859947961619724,0.38279447254651144,False
cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,0.28935359283794904,0.2086993888997417,0.953304119006572,0.013026649298994109,0.6551721124853184,0.15190724326144578,0.13352012997542717,0.056338471966164705,0.7802475411402415,0.30949387559955,0.7906719147683814,0.0038607298958878156,0.7620886769653864,0.41566091534984917,False
cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,0.05014025631116814,0.9154213237220861,0.5629665202068839,0.35267004188086204,0.6083765070059977,0.5203758320051681,0.8414749036498393,0.8561881765828844,0.32411403986632936,0.7795521417316479,0.6121205655567468,0.8988266969760755,0.8468882669312334,0.8992360048426663,True
cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_2,0.987543346024496,0.724575851775633,0.3469203023206072,0.10524426780806573,0.7513171122153982,0.330709851663883,0.9024225247151351,0.32598162160739363,0.6959372005948334,0.9369094731111591,0.9303585415865894,0.526012576702817,0.6247962486851609,0.8167956218788067,True
cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_1,0.4264403486012509,0.8991366574960793,0.1700538520568472,0.20423338713647754,0.8055863438793447,0.18195566247025918,0.6364754442080734,0.45572883003092024,0.28601553200883256,0.55409924982854,0.4300668358692721,0.6768814344008754,0.8792440610836176,0.5010907236384992,True
cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,0.6157973155097345,0.23113853180012234,0.4106286171763367,0.3817906070249083,0.0178547441700454,0.1378482966293202,0.9931555641160202,0.4506334052005947,0.05546204935245713,0.4749697978619166,0.4061070480812927,0.5561559301751107,0.8991562711557827,0.4023790548410717,False
